hotel_id,hotel_name,n_comment,rank_in_country,type,price,url
342,Mon Chantra,1,#124 of 220 specialty lodgings in Chiang Rai,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d9557934-Reviews-Mon_Chantra-Chiang_Rai_Chiang_Rai_Province.html
343,Ruean Inn Resort,3,#117 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2280242-Reviews-Ruean_Inn_Resort-Chiang_Rai_Chiang_Rai_Province.html
344,Nantawan Hotel,1,#127 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d6160182-Reviews-Nantawan_Hotel-Chiang_Rai_Chiang_Rai_Province.html
345,Siam Nam-Khong Guesthouse,4,#128 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d3478077-Reviews-Siam_Nam_Khong_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
346,Baan Tam Mi La Guest House,1,#70 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230307-Reviews-Baan_Tam_Mi_La_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
347,SaenPhu Place Hote,3,#71 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229797-Reviews-SaenPhu_Place_Hote-Chiang_Rai_Chiang_Rai_Province.html
348,Baan Lung He Homestay,1,#134 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d7351804-Reviews-Baan_Lung_He_Homestay-Chiang_Rai_Chiang_Rai_Province.html
349,Chiang Rai Inn Hotel,1,#123 of 223 B&Bs in Chiang Rai,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d1402801-Reviews-Chiang_Rai_Inn_Hotel-Chiang_Rai_Chiang_Rai_Province.html
350,Namtong Hotel Resort,1,#73 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1557808-Reviews-Namtong_Hotel_Resort-Chiang_Rai_Chiang_Rai_Province.html
351,Siam Hotel,1,#72 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401208-Reviews-Siam_Hotel-Chiang_Rai_Chiang_Rai_Province.html
352,The Villa Chiang Rai,1,#74 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d11637426-Reviews-The_Villa_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
353,Cei-Bwp Golden Pine Resort & Spa Hotel Chiang Rai,5,#76 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1211057-Reviews-Cei_Bwp_Golden_Pine_Resort_Spa_Hotel_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
354,Naerunchara Hot Spring Resort,1,#79 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1049559-Reviews-Naerunchara_Hot_Spring_Resort-Chiang_Rai_Chiang_Rai_Province.html
355,Mae Salong Flower Hills,29,#128 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2067733-Reviews-Mae_Salong_Flower_Hills-Chiang_Rai_Chiang_Rai_Province.html
356,Amorn Inn Resort,2,#80 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229513-Reviews-Amorn_Inn_Resort-Chiang_Rai_Chiang_Rai_Province.html
357,Suknirand Hotel,8,#129 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d1773538-Reviews-Suknirand_Hotel-Chiang_Rai_Chiang_Rai_Province.html
358,Chiangkhong Hotel,1,#81 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401190-Reviews-Chiangkhong_Hotel-Chiang_Rai_Chiang_Rai_Province.html
359,Ruentip Hotel,2,#82 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229790-Reviews-Ruentip_Hotel-Chiang_Rai_Chiang_Rai_Province.html
360,Ban Khun Yom,7,#83 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d598503-Reviews-Ban_Khun_Yom-Chiang_Rai_Chiang_Rai_Province.html
361,Nim See Seng Hotel,27,#84 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229646-Reviews-Nim_See_Seng_Hotel-Chiang_Rai_Chiang_Rai_Province.html
362,Golden Iyara Villa,7,#86 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229529-Reviews-Golden_Iyara_Villa-Chiang_Rai_Chiang_Rai_Province.html
363,Ake Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401217-Reviews-Ake_Hotel-Chiang_Rai_Chiang_Rai_Province.html
364,Baansuk Thavorn Hotel,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3617427-Reviews-Baansuk_Thavorn_Hotel-Chiang_Rai_Chiang_Rai_Province.html
365,Bang-On Cort Hotel,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229522-Reviews-Bang_On_Cort_Hotel-Chiang_Rai_Chiang_Rai_Province.html
366,Bannkumhomkul Residence,0,,Cottage,,https://www.tripadvisor.com/Hotel_Review-g297920-d12700841-Reviews-Bannkumhomkul_Residence-Chiang_Rai_Chiang_Rai_Province.html
367,Buabaan Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401189-Reviews-Buabaan_Resort-Chiang_Rai_Chiang_Rai_Province.html
368,Chaigun Hotel,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d6207204-Reviews-Chaigun_Hotel-Chiang_Rai_Chiang_Rai_Province.html
369,Chiangrai Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12005272-Reviews-Chiangrai_Resort-Chiang_Rai_Chiang_Rai_Province.html
370,Country Home & Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1192143-Reviews-Country_Home_Resort-Chiang_Rai_Chiang_Rai_Province.html
371,Doigaam House,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401194-Reviews-Doigaam_House-Chiang_Rai_Chiang_Rai_Province.html
372,Family House,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1402802-Reviews-Family_House-Chiang_Rai_Chiang_Rai_Province.html
373,Gold Dragon Inn,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229527-Reviews-Gold_Dragon_Inn-Chiang_Rai_Chiang_Rai_Province.html
374,The Green Field,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13614192-Reviews-The_Green_Field-Chiang_Rai_Chiang_Rai_Province.html
375,Heaven Chiangrai,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12278197-Reviews-Heaven_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
376,Holiday Park Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401196-Reviews-Holiday_Park_Hotel-Chiang_Rai_Chiang_Rai_Province.html
377,99 Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401215-Reviews-99_Hotel-Chiang_Rai_Chiang_Rai_Province.html
378,Hot Spring Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1402803-Reviews-Hot_Spring_Resort-Chiang_Rai_Chiang_Rai_Province.html
379,Huan Elephant Boutique Resort,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d12614263-Reviews-Huan_Elephant_Boutique_Resort-Chiang_Rai_Chiang_Rai_Province.html
380,Hush. Hub Hotel,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12522631-Reviews-Hush_Hub_Hotel-Chiang_Rai_Chiang_Rai_Province.html
381,I Power Chiangrai,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d9798944-Reviews-I_Power_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
382,Khum Sida Homestay,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d5967162-Reviews-Khum_Sida_Homestay-Chiang_Rai_Chiang_Rai_Province.html
383,Kiangdao Natural Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2043647-Reviews-Kiangdao_Natural_Resort-Chiang_Rai_Chiang_Rai_Province.html
384,Krung Thong Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229535-Reviews-Krung_Thong_Hotel-Chiang_Rai_Chiang_Rai_Province.html
385,Kumthong Apartment,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d3371965-Reviews-Kumthong_Apartment-Chiang_Rai_Chiang_Rai_Province.html
386,Laan Tong Village,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229536-Reviews-Laan_Tong_Village-Chiang_Rai_Chiang_Rai_Province.html
387,Lanna Green House,0,,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d9738228-Reviews-Lanna_Green_House-Chiang_Rai_Chiang_Rai_Province.html
388,Maesairamleuk Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3182532-Reviews-Maesairamleuk_Resort-Chiang_Rai_Chiang_Rai_Province.html
389,Maesalong Central Hills,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229539-Reviews-Maesalong_Central_Hills-Chiang_Rai_Chiang_Rai_Province.html
390,Maesalong Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229540-Reviews-Maesalong_Resort-Chiang_Rai_Chiang_Rai_Province.html
391,Mala Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401199-Reviews-Mala_Resort-Chiang_Rai_Chiang_Rai_Province.html
392,Mekong Sunshine Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g303900-d2536341-Reviews-Mekong_Sunshine_Resort-Wiang_Chiang_Rai_Chiang_Rai_Province.html
393,Naiya Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g303900-d16859988-Reviews-Naiya_Hotel-Wiang_Chiang_Rai_Chiang_Rai_Province.html
394,Napa Lodge,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229545-Reviews-Napa_Lodge-Chiang_Rai_Chiang_Rai_Province.html
395,Nontree Resort,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3793349-Reviews-Nontree_Resort-Chiang_Rai_Chiang_Rai_Province.html
396,Patim House,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401201-Reviews-Patim_House-Chiang_Rai_Chiang_Rai_Province.html
397,Phu Inn Hotel Chiang Rai,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230756-Reviews-Phu_Inn_Hotel_Chiang_Rai-Chiang_Rai_Chiang_Rai_Province.html
398,Phung Luang Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401202-Reviews-Phung_Luang_Resort-Chiang_Rai_Chiang_Rai_Province.html
399,Pond Apartment,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d8819312-Reviews-Pond_Apartment-Chiang_Rai_Chiang_Rai_Province.html
400,Pornprom Hotel,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d4874895-Reviews-Pornprom_Hotel-Chiang_Rai_Chiang_Rai_Province.html
401,Praepoo Residence,0,,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d5969528-Reviews-Praepoo_Residence-Chiang_Rai_Chiang_Rai_Province.html
402,Primada Place,0,,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d4262741-Reviews-Primada_Place-Chiang_Rai_Chiang_Rai_Province.html
403,Rimthaan,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401203-Reviews-Rimthaan-Chiang_Rai_Chiang_Rai_Province.html
404,Ruengnakorn Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229651-Reviews-Ruengnakorn_Hotel-Chiang_Rai_Chiang_Rai_Province.html
405,Sawasdee Maesarong Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401205-Reviews-Sawasdee_Maesarong_Resort-Chiang_Rai_Chiang_Rai_Province.html
406,Sin Watana Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229814-Reviews-Sin_Watana_Hotel-Chiang_Rai_Chiang_Rai_Province.html
407,Sirichai Mansion,0,,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d5209980-Reviews-Sirichai_Mansion-Chiang_Rai_Chiang_Rai_Province.html
408,S.V. Place,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229795-Reviews-S_V_Place-Chiang_Rai_Chiang_Rai_Province.html
409,Ta Napat Hotel,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229817-Reviews-Ta_Napat_Hotel-Chiang_Rai_Chiang_Rai_Province.html
410,TG home residence,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d14188235-Reviews-TG_home_residence-Chiang_Rai_Chiang_Rai_Province.html
411,Tharnthip Villa Resort,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229819-Reviews-Tharnthip_Villa_Resort-Chiang_Rai_Chiang_Rai_Province.html
412,Thima Inn,0,,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3431984-Reviews-Thima_Inn-Chiang_Rai_Chiang_Rai_Province.html
413,Tip House,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401209-Reviews-Tip_House-Chiang_Rai_Chiang_Rai_Province.html
414,Toob Bon Doi Resort,0,,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d2043691-Reviews-Toob_Bon_Doi_Resort-Chiang_Rai_Chiang_Rai_Province.html
415,Tueson House,0,,Ranch,,https://www.tripadvisor.com/Hotel_Review-g297920-d1401213-Reviews-Tueson_House-Chiang_Rai_Chiang_Rai_Province.html
416,V.J.C.,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230279-Reviews-V_J_C-Chiang_Rai_Chiang_Rai_Province.html
417,Wanawes,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d14058533-Reviews-Wanawes-Chiang_Rai_Chiang_Rai_Province.html
418,Ya House,0,,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230760-Reviews-Ya_House-Chiang_Rai_Chiang_Rai_Province.html
419,Nok's Garden Resort,115,#5 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2022382-Reviews-Nok_s_Garden_Resort-Chiang_Rai_Chiang_Rai_Province.html
420,River Rai Residences,102,#8 of 220 specialty lodgings in Chiang Rai,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d6212028-Reviews-River_Rai_Residences-Chiang_Rai_Chiang_Rai_Province.html
421,Pa Sak Tong,45,#14 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2557900-Reviews-Pa_Sak_Tong-Chiang_Rai_Chiang_Rai_Province.html
422,Ti Amo Hostel,29,#20 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12868262-Reviews-Ti_Amo_Hostel-Chiang_Rai_Chiang_Rai_Province.html
423,Chez Nous Homestay,28,#29 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d8775856-Reviews-Chez_Nous_Homestay-Chiang_Rai_Chiang_Rai_Province.html
424,Hohm Hostel,25,#32 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d6767713-Reviews-Hohm_Hostel-Chiang_Rai_Chiang_Rai_Province.html
425,Huai Khum Resort,60,#32 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d522736-Reviews-Huai_Khum_Resort-Chiang_Rai_Chiang_Rai_Province.html
426,Sirin Place Boutique Apartment,22,#36 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d3184908-Reviews-Sirin_Place_Boutique_Apartment-Chiang_Rai_Chiang_Rai_Province.html
427,Grace Hostel & Cafe,10,#37 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13882690-Reviews-Grace_Hostel_Cafe-Chiang_Rai_Chiang_Rai_Province.html
428,Baan Silp Hotel,21,#35 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1230305-Reviews-Baan_Silp_Hotel-Chiang_Rai_Chiang_Rai_Province.html
429,Nice Inn Town Residence,26,#32 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2687032-Reviews-Nice_Inn_Town_Residence-Chiang_Rai_Chiang_Rai_Province.html
430,Chiang Rai Condotel,35,#40 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d8098936-Reviews-Chiang_Rai_Condotel-Chiang_Rai_Chiang_Rai_Province.html
431,Baan Suan Jantra Home Stay,8,#42 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d11794413-Reviews-Baan_Suan_Jantra_Home_Stay-Chiang_Rai_Chiang_Rai_Province.html
432,Morning Dew Lodge,34,#43 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d1105624-Reviews-Morning_Dew_Lodge-Chiang_Rai_Chiang_Rai_Province.html
433,Lek House,91,#36 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1229537-Reviews-Lek_House-Chiang_Rai_Chiang_Rai_Province.html
434,Huan Kawin Hostel & Bistro,18,#44 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d9807897-Reviews-Huan_Kawin_Hostel_Bistro-Chiang_Rai_Chiang_Rai_Province.html
435,Get Hi Hostel,6,#45 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g303900-d15829670-Reviews-Get_Hi_Hostel-Wiang_Chiang_Rai_Chiang_Rai_Province.html
436,Bee My Guest,8,#36 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12583964-Reviews-Bee_My_Guest-Chiang_Rai_Chiang_Rai_Province.html
437,Chang Garden Resort - Family Holiday Park,30,#38 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d1367500-Reviews-Chang_Garden_Resort_Family_Holiday_Park-Chiang_Rai_Chiang_Rai_Province.html
438,Sabaijai Hostel & Cafe,8,#46 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12950050-Reviews-Sabaijai_Hostel_Cafe-Chiang_Rai_Chiang_Rai_Province.html
439,Khum Tai Lue Resort,18,#49 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d6163550-Reviews-Khum_Tai_Lue_Resort-Chiang_Rai_Chiang_Rai_Province.html
440,Chiang Rai Muzi,8,#40 of 223 B&Bs in Chiang Rai,Bed and Breakfast,,https://www.tripadvisor.com/Hotel_Review-g297920-d8672192-Reviews-Chiang_Rai_Muzi-Chiang_Rai_Chiang_Rai_Province.html
441,"Good Morning Chiangrai - Homestay, Dormitory & Restaurant",9,#50 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d11638092-Reviews-Good_Morning_Chiangrai_Homestay_Dormitory_Restaurant-Chiang_Rai_Chiang_Rai_Province.html
442,Park Inn Chiangrai,27,#39 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3184935-Reviews-Park_Inn_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
443,Banban Homestay,5,#54 of 220 specialty lodgings in Chiang Rai,Cottage,,https://www.tripadvisor.com/Hotel_Review-g297920-d12155025-Reviews-Banban_Homestay-Chiang_Rai_Chiang_Rai_Province.html
444,Wanasom Wellness & Aesthetic Resort,15,#41 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2043625-Reviews-Wanasom_Wellness_Aesthetic_Resort-Chiang_Rai_Chiang_Rai_Province.html
445,Janpha Cottage,8,#61 of 220 specialty lodgings in Chiang Rai,Cottage,,https://www.tripadvisor.com/Hotel_Review-g297920-d2069085-Reviews-Janpha_Cottage-Chiang_Rai_Chiang_Rai_Province.html
446,City Home Guest House,77,#63 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2538455-Reviews-City_Home_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
447,Na Na Doo Homestay,4,#69 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d11858667-Reviews-Na_Na_Doo_Homestay-Chiang_Rai_Chiang_Rai_Province.html
448,Foreste Resort & Spa,22,#52 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d7811673-Reviews-Foreste_Resort_Spa-Chiang_Rai_Chiang_Rai_Province.html
449,Thanks Hostel,7,#71 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12484036-Reviews-Thanks_Hostel-Chiang_Rai_Chiang_Rai_Province.html
450,Baan Nipa,3,#55 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12977895-Reviews-Baan_Nipa-Chiang_Rai_Chiang_Rai_Province.html
451,Huenchandee Hotel,12,#59 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3184298-Reviews-Huenchandee_Hotel-Chiang_Rai_Chiang_Rai_Province.html
452,Wannarit Resident,11,#60 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d3316307-Reviews-Wannarit_Resident-Chiang_Rai_Chiang_Rai_Province.html
453,Baan Plubpla Wilai,3,#78 of 220 specialty lodgings in Chiang Rai,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d7713671-Reviews-Baan_Plubpla_Wilai-Chiang_Rai_Chiang_Rai_Province.html
454,KoonChaLearn Backpackers,3,#79 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d12205527-Reviews-KoonChaLearn_Backpackers-Chiang_Rai_Chiang_Rai_Province.html
455,PS Guesthouse,10,#62 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d1053480-Reviews-PS_Guesthouse-Chiang_Rai_Chiang_Rai_Province.html
456,Mohn Mye Horm,4,#83 of 220 specialty lodgings in Chiang Rai,Specialty Resort,,https://www.tripadvisor.com/Hotel_Review-g297920-d1233822-Reviews-Mohn_Mye_Horm-Chiang_Rai_Chiang_Rai_Province.html
457,M&J House,4,#66 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3318565-Reviews-M_J_House-Chiang_Rai_Chiang_Rai_Province.html
458,See View Place,4,#87 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d3253219-Reviews-See_View_Place-Chiang_Rai_Chiang_Rai_Province.html
459,The DORM Chiangrai,2,#88 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d10542662-Reviews-The_DORM_Chiangrai-Chiang_Rai_Chiang_Rai_Province.html
460,Starbright Hotel,5,#90 of 220 specialty lodgings in Chiang Rai,Lodge,,https://www.tripadvisor.com/Hotel_Review-g297920-d10131919-Reviews-Starbright_Hotel-Chiang_Rai_Chiang_Rai_Province.html
461,Riverhill Resort,2,#74 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3312538-Reviews-Riverhill_Resort-Chiang_Rai_Chiang_Rai_Province.html
462,Koh Loi Hotel,4,#75 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d4021009-Reviews-Koh_Loi_Hotel-Chiang_Rai_Chiang_Rai_Province.html
463,diamond park inn,49,#53 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d2478009-Reviews-Diamond_park_inn-Chiang_Rai_Chiang_Rai_Province.html
464,The Target Residence and Resort,4,#93 of 220 specialty lodgings in Chiang Rai,Condominium,,https://www.tripadvisor.com/Hotel_Review-g297920-d6930703-Reviews-The_Target_Residence_and_Resort-Chiang_Rai_Chiang_Rai_Province.html
465,Phutien Resort,9,#85 of 223 B&Bs in Chiang Rai,Guest house,,https://www.tripadvisor.com/Hotel_Review-g297920-d6988195-Reviews-Phutien_Resort-Chiang_Rai_Chiang_Rai_Province.html
466,Rommai Villa,1,#100 of 220 specialty lodgings in Chiang Rai,Villa,,https://www.tripadvisor.com/Hotel_Review-g297920-d15511365-Reviews-Rommai_Villa-Chiang_Rai_Chiang_Rai_Province.html
467,Mag & Ken Hostel,1,#102 of 220 specialty lodgings in Chiang Rai,Hostel,,https://www.tripadvisor.com/Hotel_Review-g297920-d13355066-Reviews-Mag_Ken_Hostel-Chiang_Rai_Chiang_Rai_Province.html
468,Khomsalasri Resort,1,#104 of 220 specialty lodgings in Chiang Rai,Ranch,,https://www.tripadvisor.com/Hotel_Review-g297920-d4047907-Reviews-Khomsalasri_Resort-Chiang_Rai_Chiang_Rai_Province.html
469,Goldmine Resort,2,#96 of 223 B&Bs in Chiang Rai,Inn,,https://www.tripadvisor.com/Hotel_Review-g297920-d3312508-Reviews-Goldmine_Resort-Chiang_Rai_Chiang_Rai_Province.html
470,Kiwi Guest House,2,#98 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3308494-Reviews-Kiwi_Guest_House-Chiang_Rai_Chiang_Rai_Province.html
471,Chiang Rai Valley Resort,4,#61 of 122 hotels in Chiang Rai,Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d6535548-Reviews-Chiang_Rai_Valley_Resort-Chiang_Rai_Chiang_Rai_Province.html
472,Chan Ka Nesh,1,#101 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3317185-Reviews-Chan_Ka_Nesh-Chiang_Rai_Chiang_Rai_Province.html
473,Koko Hut Resort,4,#108 of 220 specialty lodgings in Chiang Rai,Ranch,,https://www.tripadvisor.com/Hotel_Review-g297920-d3265630-Reviews-Koko_Hut_Resort-Chiang_Rai_Chiang_Rai_Province.html
474,Baan Lanna Hotel,4,#102 of 223 B&Bs in Chiang Rai,Small Hotel,,https://www.tripadvisor.com/Hotel_Review-g297920-d3253471-Reviews-Baan_Lanna_Hotel-Chiang_Rai_Chiang_Rai_Province.html
